ERR793600.742976	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0006 peptidase M24;
ERR793600.1538901	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG3622 Catalyzes the reversible isomerization between hydroxypyruvate and 2-hydroxy-3-oxopropanoate (also termed tartronate semialdehyde) (By similarity);
ERR793600.559608	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG3634 alkyl hydroperoxide reductase activity;
ERR793600.559608	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG3634 alkyl hydroperoxide reductase activity;
ERR793600.734797	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG3635 Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate (By similarity);
ERR793600.1003150	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG3637 Membrane;
ERR793600.1003150	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG3637 Membrane;
ERR793600.783310	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG3638 (ABC) transporter;
ERR793600.477203	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG3712 Anti-feci sigma factor, fecr;
ERR793600.556153	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG3730 Pts system, glucitol sorbitol-specific;
ERR793600.395246	eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG3733 amine oxidase;
ERR793600.395246	eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG3733 amine oxidase;
ERR793600.42101	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG3765 lipopolysaccharide biosynthetic process;
ERR793600.149628	eggNOG;metabolism;[C] Energy production and conversion;COG3808 pump that utilizes the energy of pyrophosphate hydrolysis as the driving force for;
ERR793600.1133310	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG3866 pectate lyase activity;
ERR793600.1069010	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG3892 Domain-Containing protein;
ERR793600.608971	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG4126 Hydantoin racemase;
ERR793600.473991	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG4177 (ABC) transporter;
ERR793600.473991	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG4177 (ABC) transporter;
ERR793600.1149608	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG4191 Histidine kinase;
ERR793600.838577	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG4230 proline dehydrogenase, pyrroline-5-carboxylate dehydrogenase;
ERR793600.417590	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG4251 red, far-red light phototransduction;
ERR793600.417590	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG4251 red, far-red light phototransduction;
ERR793600.1552601	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG4597 amino acid ABC transporter;
ERR793600.863949	eggNOG;cellularProcessesAndSignaling;[V] Defense mechanisms;COG4618 ABC transporter;
ERR793600.1206523	eggNOG;metabolism;[F] Nucleotide transport and metabolism;COG4630 xanthine dehydrogenase;
ERR793600.1206523	eggNOG;metabolism;[F] Nucleotide transport and metabolism;COG4630 xanthine dehydrogenase;
ERR793600.431460	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG4644 Transposase;
ERR793600.1460555	eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG4663 extracellular solute-binding protein, family 7;
ERR793600.1349543	eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG4663 extracellular solute-binding protein, family 7;
ERR793600.970733	eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG4664 trap dicarboxylate transporter dctm subunit;
ERR793600.1349543	eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG4665 Tripartite ATP-independent periplasmic transporter dctq component;
ERR793600.1266354	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG4677 pectinesterase;
ERR793600.1057117	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG4677 pectinesterase;
ERR793600.361803	eggNOG;informationStorageAndProcessing;[K] Transcription;COG4725 MT-A70 family;
ERR793600.361803	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG4725 MT-A70 family;
ERR793600.254884	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG4771 receptor;
ERR793600.1319246	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG4772 receptor;
ERR793600.1319246	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG4772 receptor;
ERR793600.471238	eggNOG;metabolism;[I] Lipid transport and metabolism;COG4799 carboxylase;
ERR793600.471238	eggNOG;metabolism;[I] Lipid transport and metabolism;COG4799 carboxylase;
ERR793600.642220	eggNOG;informationStorageAndProcessing;[K] Transcription;COG4941 rna polymerase;
ERR793600.436950	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG4948 mandelate racemase muconate lactonizing;
ERR793600.747732	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG4948 mandelate racemase muconate lactonizing;
ERR793600.989109	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG4993 Dehydrogenase;
ERR793600.899852	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG5021 ubiquitin protein ligase;
ERR793600.1204062	eggNOG;cellularProcessesAndSignaling;[Z] Cytoskeleton;COG5023 protein polymerization;
ERR793600.1460991	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG5039 Polysaccharide pyruvyl transferase;
ERR793600.82810	eggNOG;informationStorageAndProcessing;[A] RNA processing and modification;COG5049 5'-3' exoribonuclease;
ERR793600.82810	eggNOG;cellularProcessesAndSignaling;[D] Cell cycle control, cell division, chromosome partitioning;COG5049 5'-3' exoribonuclease;
ERR793600.82810	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG5049 5'-3' exoribonuclease;
ERR793600.283300	eggNOG;informationStorageAndProcessing;[A] RNA processing and modification;COG5049 5'-3' exoribonuclease;
ERR793600.283300	eggNOG;cellularProcessesAndSignaling;[D] Cell cycle control, cell division, chromosome partitioning;COG5049 5'-3' exoribonuclease;
ERR793600.283300	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG5049 5'-3' exoribonuclease;
ERR793600.181051	eggNOG;informationStorageAndProcessing;[A] RNA processing and modification;COG5049 5'-3' exoribonuclease;
ERR793600.181051	eggNOG;cellularProcessesAndSignaling;[D] Cell cycle control, cell division, chromosome partitioning;COG5049 5'-3' exoribonuclease;
ERR793600.181051	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG5049 5'-3' exoribonuclease;
ERR793600.181215	eggNOG;informationStorageAndProcessing;[A] RNA processing and modification;COG5049 5'-3' exoribonuclease;
ERR793600.181215	eggNOG;cellularProcessesAndSignaling;[D] Cell cycle control, cell division, chromosome partitioning;COG5049 5'-3' exoribonuclease;
ERR793600.181215	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG5049 5'-3' exoribonuclease;
ERR793600.283300	eggNOG;informationStorageAndProcessing;[A] RNA processing and modification;COG5049 5'-3' exoribonuclease;
ERR793600.283300	eggNOG;cellularProcessesAndSignaling;[D] Cell cycle control, cell division, chromosome partitioning;COG5049 5'-3' exoribonuclease;
ERR793600.283300	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG5049 5'-3' exoribonuclease;
ERR793600.1017480	eggNOG;informationStorageAndProcessing;[A] RNA processing and modification;COG5049 5'-3' exoribonuclease;
ERR793600.1017480	eggNOG;cellularProcessesAndSignaling;[D] Cell cycle control, cell division, chromosome partitioning;COG5049 5'-3' exoribonuclease;
ERR793600.1017480	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG5049 5'-3' exoribonuclease;
ERR793600.223907	eggNOG;cellularProcessesAndSignaling;[Z] Cytoskeleton;COG5059 Kinesin family member;
ERR793600.1301471	eggNOG;cellularProcessesAndSignaling;[Z] Cytoskeleton;COG5059 Kinesin family member;
ERR793600.23142	eggNOG;cellularProcessesAndSignaling;[Z] Cytoskeleton;COG5059 Kinesin family member;
ERR793600.408533	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG5078 ubiquitin-conjugating enzyme;
ERR793600.1349406	eggNOG;informationStorageAndProcessing;[K] Transcription;COG5088 Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors;
ERR793600.1417336	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG5130 Prenylated RAB acceptor;
ERR793600.1417336	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG5130 Prenylated RAB acceptor;
ERR793600.1563980	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG5140 Ubiquitin fusion degradation protein;
ERR793600.1563980	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG5140 Ubiquitin fusion degradation protein;
ERR793600.1476550	eggNOG;informationStorageAndProcessing;[K] Transcription;COG5147 Myblike DNAbinding domain containing protein;
ERR793600.1476550	eggNOG;informationStorageAndProcessing;[K] Transcription;COG5147 Myblike DNAbinding domain containing protein;
ERR793600.441076	eggNOG;informationStorageAndProcessing;[K] Transcription;COG5190 CTD (Carboxy-terminal domain, RNA polymerase II, polypeptide A);
ERR793600.663060	eggNOG;informationStorageAndProcessing;[K] Transcription;COG5190 CTD (Carboxy-terminal domain, RNA polymerase II, polypeptide A);
ERR793600.723834	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG5196 Required for the retention of luminal endoplasmic reticulum proteins. Determines the specificity of the luminal ER protein retention system. Also required for normal vesicular traffic through the Golgi (By similarity);
ERR793600.723834	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG5196 Required for the retention of luminal endoplasmic reticulum proteins. Determines the specificity of the luminal ER protein retention system. Also required for normal vesicular traffic through the Golgi (By similarity);
ERR793600.507081	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG5206 phosphatidylinositol glycan anchor biosynthesis, class K;
ERR793600.241533	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG5235 Replication Protein;
ERR793600.352890	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG5272 ubiquitin;
ERR793600.352890	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG5272 ubiquitin;
ERR793600.476786	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG5272 ubiquitin;
ERR793600.273812	eggNOG;metabolism;[C] Energy production and conversion;COG5274 cytochrome b5;
ERR793600.273812	eggNOG;metabolism;[I] Lipid transport and metabolism;COG5274 cytochrome b5;
ERR793600.536830	eggNOG;cellularProcessesAndSignaling;[Z] Cytoskeleton;COG5277 Actin-related protein;
ERR793600.536830	eggNOG;cellularProcessesAndSignaling;[Z] Cytoskeleton;COG5277 Actin-related protein;
ERR793600.419111	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG5309 cell wall;
ERR793600.859322	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG5329 Phosphatase;
ERR793600.434707	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG5434 Glycoside hydrolase family 28;
ERR793600.434707	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG5434 Glycoside hydrolase family 28;
ERR793600.855053	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG5560 ubiquitin carboxyl-terminal hydrolase;
ERR793600.229001	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG5597 Glycosyl Transferase;
ERR793600.1262878	eggNOG;cellularProcessesAndSignaling;[Z] Cytoskeleton;ENOG410XPVJ GTPase activity;
ERR793600.1401120	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410YCQU Homeobox-leucine zipper protein;
ERR793600.711091	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410YBN4 G-type lectin S-receptor-like serine threonine-protein kinase;
ERR793600.1410234	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410ZUAG ABC-type transport system involved in multi-copper enzyme maturation permease component;
ERR793600.1198893	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG4111KXJ Outer membrane efflux protein;
ERR793600.230336	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410Y31Q helicase;
ERR793600.586461	eggNOG;metabolism;[I] Lipid transport and metabolism;ENOG410ZQ7D fatty acid oxygenase;
ERR793600.1194019	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XP86 LysR family Transcriptional regulator;
ERR793600.358591	eggNOG;metabolism;[F] Nucleotide transport and metabolism;ENOG410XPRD 5-Nucleotidase;
ERR793600.292252	eggNOG;metabolism;[F] Nucleotide transport and metabolism;ENOG410XPRD 5-Nucleotidase;
ERR793600.358591	eggNOG;metabolism;[F] Nucleotide transport and metabolism;ENOG410XPRD 5-Nucleotidase;
ERR793600.374300	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XR85 LysR family (Transcriptional regulator;
ERR793600.374300	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XR85 LysR family (Transcriptional regulator;
ERR793600.1276452	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XPGX AraC family transcriptional regulator;
ERR793600.1390121	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XS53 LysR family (Transcriptional regulator;
ERR793600.1390121	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XS53 LysR family (Transcriptional regulator;
ERR793600.249858	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410YDJ9 Subtilase family;
ERR793600.468589	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410YPVA RCE1 homolog, prenyl protein protease (S. cerevisiae);
ERR793600.468589	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410YPVA RCE1 homolog, prenyl protein protease (S. cerevisiae);
ERR793600.1322078	eggNOG;metabolism;[I] Lipid transport and metabolism;ENOG410Y9SB synthase;
ERR793600.1322078	eggNOG;metabolism;[I] Lipid transport and metabolism;ENOG410Y9SB synthase;
ERR793600.1323123	eggNOG;metabolism;[I] Lipid transport and metabolism;ENOG410Y9SB synthase;
ERR793600.863949	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410XNME Type I secretion membrane fusion protein (HlyD;
ERR793600.170533	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410XRR7 Calreticulin;
ERR793600.257453	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XQGJ LysR family (Transcriptional regulator;
ERR793600.465857	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111UA6 TetR family transcriptional Regulator;
ERR793600.28568	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793600.50930	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793600.72107	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793600.267151	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793600.675488	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793600.848157	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793600.933693	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793600.1090777	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793600.1099530	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793600.1181742	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793600.1393902	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793600.1524157	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793600.138234	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793600.395130	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793600.809361	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793600.933693	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793600.1090777	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793600.1102373	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793600.1181742	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793600.1283317	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793600.1283320	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793600.1283987	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793600.1337354	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793600.1393902	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793600.673999	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG4111RE0 peptidase, M48;
ERR793600.673999	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG4111RE0 peptidase, M48;
ERR793600.1245640	eggNOG;metabolism;[E] Amino acid transport and metabolism;ENOG410XSV7 Extracellular solute-binding protein family 3;
ERR793600.805741	eggNOG;metabolism;[C] Energy production and conversion;ENOG410XRV3 Aldo keto reductase;
ERR793600.571851	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XP1H HIR histone cell cycle regulation defective homolog A (S. cerevisiae);
ERR793600.82710	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XSRI solute carrier family 22;
ERR793600.695772	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG410XSR4 Outer membrane porin;
ERR793600.695772	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG410XSR4 Outer membrane porin;
ERR793600.595770	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410XR4Q DUF907 domain protein;
ERR793600.595770	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410XR4Q DUF907 domain protein;
ERR793600.1014339	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111SE2 LysR family (Transcriptional regulator;
ERR793600.369212	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410Y0GE Major Facilitator;
ERR793600.369212	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410Y0GE Major Facilitator;
ERR793600.369747	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410Y0GE Major Facilitator;
ERR793600.864114	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG41121N2 zinc ion binding;
ERR793600.1318274	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG41121N2 zinc ion binding;
ERR793600.453814	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG4111S3R Response Regulator;
ERR793600.327093	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111IMA Transcription factor;
ERR793600.327294	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111IMA Transcription factor;
ERR793600.389558	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410YP2C Ocs element-binding factor;
ERR793600.1144741	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XQ3R homeobox-leucine zipper protein;
ERR793600.68352	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XPWC solute carrier family 17;
ERR793600.157899	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XR5J Efflux transporter rnd family, mfp subunit;
ERR793600.142707	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410XR54 Niemann-Pick disease type C1;
ERR793600.268810	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XNZD alphaglucosidase;
ERR793600.630095	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XNZG major facilitator superfamily;
ERR793600.250235	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111JBG Component of the nascent polypeptide-associated complex (NAC), a dynamic component of the ribosomal exit tunnel, protecting the emerging polypeptides from interaction with other cytoplasmic proteins to ensure appropriate nascent protein targeting (By similarity). The NAC complex also promotes mitochondrial protein import by enhancing productive ribosome interactions with the outer mitochondrial membrane and blocks the inappropriate interaction of ribosomes translating non-secretory nascent polypeptides with translocation sites in the membrane of the endoplasmic reticulum (By similarity). EGD1 may act as a transcription factor that exert a negative effect on the expression of several genes that are transcribed by RNA polymerase II (By similarity);
ERR793600.802476	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111JBG Component of the nascent polypeptide-associated complex (NAC), a dynamic component of the ribosomal exit tunnel, protecting the emerging polypeptides from interaction with other cytoplasmic proteins to ensure appropriate nascent protein targeting (By similarity). The NAC complex also promotes mitochondrial protein import by enhancing productive ribosome interactions with the outer mitochondrial membrane and blocks the inappropriate interaction of ribosomes translating non-secretory nascent polypeptides with translocation sites in the membrane of the endoplasmic reticulum (By similarity). EGD1 may act as a transcription factor that exert a negative effect on the expression of several genes that are transcribed by RNA polymerase II (By similarity);
ERR793600.870000	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111JBG Component of the nascent polypeptide-associated complex (NAC), a dynamic component of the ribosomal exit tunnel, protecting the emerging polypeptides from interaction with other cytoplasmic proteins to ensure appropriate nascent protein targeting (By similarity). The NAC complex also promotes mitochondrial protein import by enhancing productive ribosome interactions with the outer mitochondrial membrane and blocks the inappropriate interaction of ribosomes translating non-secretory nascent polypeptides with translocation sites in the membrane of the endoplasmic reticulum (By similarity). EGD1 may act as a transcription factor that exert a negative effect on the expression of several genes that are transcribed by RNA polymerase II (By similarity);
ERR793600.982833	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111JBG Component of the nascent polypeptide-associated complex (NAC), a dynamic component of the ribosomal exit tunnel, protecting the emerging polypeptides from interaction with other cytoplasmic proteins to ensure appropriate nascent protein targeting (By similarity). The NAC complex also promotes mitochondrial protein import by enhancing productive ribosome interactions with the outer mitochondrial membrane and blocks the inappropriate interaction of ribosomes translating non-secretory nascent polypeptides with translocation sites in the membrane of the endoplasmic reticulum (By similarity). EGD1 may act as a transcription factor that exert a negative effect on the expression of several genes that are transcribed by RNA polymerase II (By similarity);
ERR793600.990571	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111JBG Component of the nascent polypeptide-associated complex (NAC), a dynamic component of the ribosomal exit tunnel, protecting the emerging polypeptides from interaction with other cytoplasmic proteins to ensure appropriate nascent protein targeting (By similarity). The NAC complex also promotes mitochondrial protein import by enhancing productive ribosome interactions with the outer mitochondrial membrane and blocks the inappropriate interaction of ribosomes translating non-secretory nascent polypeptides with translocation sites in the membrane of the endoplasmic reticulum (By similarity). EGD1 may act as a transcription factor that exert a negative effect on the expression of several genes that are transcribed by RNA polymerase II (By similarity);
ERR793600.1033609	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111JBG Component of the nascent polypeptide-associated complex (NAC), a dynamic component of the ribosomal exit tunnel, protecting the emerging polypeptides from interaction with other cytoplasmic proteins to ensure appropriate nascent protein targeting (By similarity). The NAC complex also promotes mitochondrial protein import by enhancing productive ribosome interactions with the outer mitochondrial membrane and blocks the inappropriate interaction of ribosomes translating non-secretory nascent polypeptides with translocation sites in the membrane of the endoplasmic reticulum (By similarity). EGD1 may act as a transcription factor that exert a negative effect on the expression of several genes that are transcribed by RNA polymerase II (By similarity);
ERR793600.198920	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111JBG Component of the nascent polypeptide-associated complex (NAC), a dynamic component of the ribosomal exit tunnel, protecting the emerging polypeptides from interaction with other cytoplasmic proteins to ensure appropriate nascent protein targeting (By similarity). The NAC complex also promotes mitochondrial protein import by enhancing productive ribosome interactions with the outer mitochondrial membrane and blocks the inappropriate interaction of ribosomes translating non-secretory nascent polypeptides with translocation sites in the membrane of the endoplasmic reticulum (By similarity). EGD1 may act as a transcription factor that exert a negative effect on the expression of several genes that are transcribed by RNA polymerase II (By similarity);
ERR793600.1033609	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111JBG Component of the nascent polypeptide-associated complex (NAC), a dynamic component of the ribosomal exit tunnel, protecting the emerging polypeptides from interaction with other cytoplasmic proteins to ensure appropriate nascent protein targeting (By similarity). The NAC complex also promotes mitochondrial protein import by enhancing productive ribosome interactions with the outer mitochondrial membrane and blocks the inappropriate interaction of ribosomes translating non-secretory nascent polypeptides with translocation sites in the membrane of the endoplasmic reticulum (By similarity). EGD1 may act as a transcription factor that exert a negative effect on the expression of several genes that are transcribed by RNA polymerase II (By similarity);
ERR793600.35505	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410XRKY COP9 (constitutive photomorphogenic) homolog, subunit 3 (Arabidopsis;
ERR793600.94141	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG4111H3M Vps20-associated 1 homolog (S. cerevisiae);
ERR793600.94141	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG4111H3M Vps20-associated 1 homolog (S. cerevisiae);
ERR793600.516444	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410ZN9J;
ERR793600.658403	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG4111FMC N-acetylmuramoyl-L-alanine amidase;
ERR793600.3658	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410XSJN secretory carrier membrane protein;
ERR793600.270683	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410XPSE Potassium voltage-gated channel, subfamily H (Eag-related), member;
ERR793600.649133	eggNOG;cellularProcessesAndSignaling;[V] Defense mechanisms;ENOG410XNVN Efflux transporter rnd family, mfp subunit;
