ERR793599.177418	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0006 peptidase M24;
ERR793599.634958	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG3325 chitinase;
ERR793599.635046	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG3325 chitinase;
ERR793599.576978	eggNOG;metabolism;[C] Energy production and conversion;COG3383 Formate dehydrogenase Alpha subunit;
ERR793599.576978	eggNOG;metabolism;[C] Energy production and conversion;COG3383 Formate dehydrogenase Alpha subunit;
ERR793599.167226	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG3386 SMP-30 gluconolaconase LRE domain protein;
ERR793599.592103	eggNOG;cellularProcessesAndSignaling;[N] Cell motility;COG3419 Pilus assembly protein tip-associated adhesin;
ERR793599.592103	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG3419 Pilus assembly protein tip-associated adhesin;
ERR793599.22038	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG3459 Glycosyltransferase 36;
ERR793599.754169	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG3484 20S proteasome, A and B subunits;
ERR793599.539520	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG3507 hydrolase family 43;
ERR793599.539520	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG3507 hydrolase family 43;
ERR793599.734466	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG3524 polysaccharide export;
ERR793599.352847	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG3590 endothelin-converting enzyme;
ERR793599.773687	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG3590 endothelin-converting enzyme;
ERR793599.773687	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG3590 endothelin-converting enzyme;
ERR793599.212081	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG3593 ATP-dependent endonuclease of the OLD;
ERR793599.212081	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG3593 ATP-dependent endonuclease of the OLD;
ERR793599.326814	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG3605 phosphoenolpyruvate--protein phosphotransferase;
ERR793599.326814	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG3605 phosphoenolpyruvate--protein phosphotransferase;
ERR793599.181441	eggNOG;informationStorageAndProcessing;[K] Transcription;COG3655 Transcriptional regulator;
ERR793599.163766	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG3705 Required for the first step of histidine biosynthesis. May allow the feedback regulation of ATP phosphoribosyltransferase activity by histidine (By similarity);
ERR793599.642494	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG3712 Anti-feci sigma factor, fecr;
ERR793599.513187	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG3773 Cell wall hydrolase;
ERR793599.558476	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG3773 Cell wall hydrolase;
ERR793599.395246	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG3774 glycosyltransferase;
ERR793599.740297	eggNOG;informationStorageAndProcessing;[K] Transcription;COG3800 Transcriptional regulator;
ERR793599.740297	eggNOG;informationStorageAndProcessing;[K] Transcription;COG3800 Transcriptional regulator;
ERR793599.38486	eggNOG;informationStorageAndProcessing;[K] Transcription;COG3829 Transcriptional regulator;
ERR793599.212282	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG3842 Part of the ABC transporter complex PotABCD involved in spermidine putrescine import. Responsible for energy coupling to the transport system (By similarity);
ERR793599.542339	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG3842 Part of the ABC transporter complex PotABCD involved in spermidine putrescine import. Responsible for energy coupling to the transport system (By similarity);
ERR793599.316325	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG3866 pectate lyase activity;
ERR793599.316325	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG3866 pectate lyase activity;
ERR793599.216822	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG3899 Transcriptional regulator;
ERR793599.216822	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG3899 Transcriptional regulator;
ERR793599.218963	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG3920 Histidine kinase;
ERR793599.130647	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG3938 Proline racemase;
ERR793599.164999	eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG4108 Increases the formation of ribosomal termination complexes and stimulates activities of RF-1 and RF-2. It binds guanine nucleotides and has strong preference for UGA stop codons. It may interact directly with the ribosome. The stimulation of RF- 1 and RF-2 is significantly reduced by GTP and GDP, but not by GMP (By similarity);
ERR793599.164999	eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG4108 Increases the formation of ribosomal termination complexes and stimulates activities of RF-1 and RF-2. It binds guanine nucleotides and has strong preference for UGA stop codons. It may interact directly with the ribosome. The stimulation of RF- 1 and RF-2 is significantly reduced by GTP and GDP, but not by GMP (By similarity);
ERR793599.35168	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG4177 (ABC) transporter;
ERR793599.641609	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG4177 (ABC) transporter;
ERR793599.398785	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG4196 Putative amidoligase enzyme (DUF2126);
ERR793599.618228	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG4206 tonB-dependent Receptor;
ERR793599.540428	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG4302 ethanolamine ammonia-lyase;
ERR793599.647037	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG4302 ethanolamine ammonia-lyase;
ERR793599.647037	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG4302 ethanolamine ammonia-lyase;
ERR793599.540428	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG4303 ethanolamine ammonia-lyase activity;
ERR793599.739147	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG4359 phosphatase;
ERR793599.170492	eggNOG;metabolism;[I] Lipid transport and metabolism;COG4553 Polyhydroxyalkanoate depolymerase, intracellular;
ERR793599.739566	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG4566 Two component transcriptional regulator, luxr family;
ERR793599.93200	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG4566 Two component transcriptional regulator, luxr family;
ERR793599.74445	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG4581 helicase;
ERR793599.74445	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG4581 helicase;
ERR793599.376259	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG4597 amino acid ABC transporter;
ERR793599.376259	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG4597 amino acid ABC transporter;
ERR793599.84212	eggNOG;cellularProcessesAndSignaling;[V] Defense mechanisms;COG4618 ABC transporter;
ERR793599.665333	eggNOG;metabolism;[I] Lipid transport and metabolism;COG4706 Dehydratase;
ERR793599.542826	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG4773 receptor;
ERR793599.17876	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG4775 Gram-negative-bacterium-type cell outer membrane assembly;
ERR793599.533049	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG4775 Gram-negative-bacterium-type cell outer membrane assembly;
ERR793599.725905	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG4775 Gram-negative-bacterium-type cell outer membrane assembly;
ERR793599.17876	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG4775 Gram-negative-bacterium-type cell outer membrane assembly;
ERR793599.121054	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG4795 General secretion pathway protein J;
ERR793599.228194	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG4796 Type II and III secretion system protein;
ERR793599.271537	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG4796 Type II and III secretion system protein;
ERR793599.228194	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG4796 Type II and III secretion system protein;
ERR793599.233210	eggNOG;metabolism;[I] Lipid transport and metabolism;COG4799 carboxylase;
ERR793599.233210	eggNOG;metabolism;[I] Lipid transport and metabolism;COG4799 carboxylase;
ERR793599.164324	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG4962 conjugation;
ERR793599.377727	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG4963 Pilus assembly protein;
ERR793599.468092	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG4993 Dehydrogenase;
ERR793599.468092	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG4993 Dehydrogenase;
ERR793599.523480	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG4993 Dehydrogenase;
ERR793599.307035	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG5001 Diguanylate cyclase phosphodiesterase;
ERR793599.307389	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG5001 Diguanylate cyclase phosphodiesterase;
ERR793599.307035	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG5001 Diguanylate cyclase phosphodiesterase;
ERR793599.339399	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG5001 Diguanylate cyclase phosphodiesterase;
ERR793599.339872	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG5001 Diguanylate cyclase phosphodiesterase;
ERR793599.52781	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG5021 ubiquitin protein ligase;
ERR793599.52781	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG5021 ubiquitin protein ligase;
ERR793599.322882	eggNOG;cellularProcessesAndSignaling;[Z] Cytoskeleton;COG5023 protein polymerization;
ERR793599.322882	eggNOG;cellularProcessesAndSignaling;[Z] Cytoskeleton;COG5023 protein polymerization;
ERR793599.211579	eggNOG;cellularProcessesAndSignaling;[D] Cell cycle control, cell division, chromosome partitioning;COG5024 g2 mitotic-specific;
ERR793599.331932	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG5032 phosphatidylinositol kinase activity;
ERR793599.331932	eggNOG;informationStorageAndProcessing;[B] Chromatin structure and dynamics;COG5032 phosphatidylinositol kinase activity;
ERR793599.331932	eggNOG;cellularProcessesAndSignaling;[D] Cell cycle control, cell division, chromosome partitioning;COG5032 phosphatidylinositol kinase activity;
ERR793599.331932	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG5032 phosphatidylinositol kinase activity;
ERR793599.331932	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG5032 phosphatidylinositol kinase activity;
ERR793599.602018	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG5044 GDP dissociation inhibitor;
ERR793599.416640	eggNOG;informationStorageAndProcessing;[A] RNA processing and modification;COG5049 5'-3' exoribonuclease;
ERR793599.416640	eggNOG;cellularProcessesAndSignaling;[D] Cell cycle control, cell division, chromosome partitioning;COG5049 5'-3' exoribonuclease;
ERR793599.416640	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG5049 5'-3' exoribonuclease;
ERR793599.44245	eggNOG;cellularProcessesAndSignaling;[Z] Cytoskeleton;COG5059 Kinesin family member;
ERR793599.198920	eggNOG;cellularProcessesAndSignaling;[Z] Cytoskeleton;COG5059 Kinesin family member;
ERR793599.284294	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG5082 zinc finger;
ERR793599.284294	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG5082 zinc finger;
ERR793599.38486	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG5140 Ubiquitin fusion degradation protein;
ERR793599.176043	eggNOG;informationStorageAndProcessing;[A] RNA processing and modification;COG5178 PRP8 pre-mRNA processing factor 8 homolog (S. cerevisiae);
ERR793599.176043	eggNOG;informationStorageAndProcessing;[A] RNA processing and modification;COG5178 PRP8 pre-mRNA processing factor 8 homolog (S. cerevisiae);
ERR793599.113130	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG5425 Usg family;
ERR793599.370008	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG5434 Glycoside hydrolase family 28;
ERR793599.583909	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG5434 Glycoside hydrolase family 28;
ERR793599.583909	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG5434 Glycoside hydrolase family 28;
ERR793599.602331	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG4111GR7 membrane associated DnaJ chaperone;
ERR793599.567904	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XRJW tonB-dependent Receptor;
ERR793599.59321	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XRJW tonB-dependent Receptor;
ERR793599.567904	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XRJW tonB-dependent Receptor;
ERR793599.430686	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XP8J Major Facilitator Superfamily;
ERR793599.370855	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410XQ83 Anaphase promoting complex subunit 1;
ERR793599.239659	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG410XPRU Glycosyl transferase, family 2;
ERR793599.727478	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XNQK Transporter;
ERR793599.765319	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XNQK Transporter;
ERR793599.766220	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XNQK Transporter;
ERR793599.28810	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XNQA LysR family (Transcriptional regulator;
ERR793599.28810	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XNQA LysR family (Transcriptional regulator;
ERR793599.291337	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410YSKD FecR protein;
ERR793599.91612	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG410XSF8 Membrane;
ERR793599.91612	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG410XSF8 Membrane;
ERR793599.688504	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410XQGS mitogen-activated protein kinase kinase kinase;
ERR793599.461448	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793599.472288	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793599.44198	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793599.88729	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793599.331195	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793599.348920	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793599.349166	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793599.744614	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;
ERR793599.215544	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410YETZ peroxidase;
ERR793599.409698	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG410XR1Y Outer membrane efflux protein;
ERR793599.409698	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG410XR1Y Outer membrane efflux protein;
ERR793599.648348	eggNOG;metabolism;[I] Lipid transport and metabolism;ENOG4111C4N glycerol-3-phosphate acyltransferase;
ERR793599.415255	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410XNZY NADPH Oxidase;
ERR793599.690338	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111JBG Component of the nascent polypeptide-associated complex (NAC), a dynamic component of the ribosomal exit tunnel, protecting the emerging polypeptides from interaction with other cytoplasmic proteins to ensure appropriate nascent protein targeting (By similarity). The NAC complex also promotes mitochondrial protein import by enhancing productive ribosome interactions with the outer mitochondrial membrane and blocks the inappropriate interaction of ribosomes translating non-secretory nascent polypeptides with translocation sites in the membrane of the endoplasmic reticulum (By similarity). EGD1 may act as a transcription factor that exert a negative effect on the expression of several genes that are transcribed by RNA polymerase II (By similarity);
ERR793599.695490	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XRK1 Major Facilitator superfamily;
ERR793599.695490	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XRK1 Major Facilitator superfamily;
ERR793599.354620	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XRKW Integrase;
ERR793599.225174	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410XNV7 aspartic;
ERR793599.313576	eggNOG;metabolism;[I] Lipid transport and metabolism;ENOG410XNVZ acyl-CoA dehydrogenase;
ERR793599.519045	eggNOG;metabolism;[I] Lipid transport and metabolism;ENOG410XNVZ acyl-CoA dehydrogenase;
ERR793599.313576	eggNOG;metabolism;[I] Lipid transport and metabolism;ENOG410XNVZ acyl-CoA dehydrogenase;
ERR793599.519045	eggNOG;metabolism;[I] Lipid transport and metabolism;ENOG410XNVZ acyl-CoA dehydrogenase;
ERR793599.519239	eggNOG;metabolism;[I] Lipid transport and metabolism;ENOG410XNVZ acyl-CoA dehydrogenase;
ERR793599.521715	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111WDK Transcriptional regulator, TetR family;
ERR793599.274657	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410Y2MB Syntaxin 5;
ERR793599.274806	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410Y2MB Syntaxin 5;
ERR793599.274657	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410Y2MB Syntaxin 5;
ERR793599.565230	eggNOG;metabolism;[C] Energy production and conversion;ENOG410ZW0J alpha/beta hydrolase fold;
ERR793599.565230	eggNOG;metabolism;[C] Energy production and conversion;ENOG410ZW0J alpha/beta hydrolase fold;
ERR793599.99685	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG4111DRR beta-amylase 4;
ERR793599.154299	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410XP6Y The PI(3,5)P2 regulatory complex regulates both the synthesis and turnover of phosphatidylinositol 3,5-bisphosphate (PtdIns(3,5)P2). Necessary for proper vacuole morphology. Plays an important role in osmotically-induced vacuole fragmentation. Required for cytoplasm to vacuole transport (Cvt) vesicle formation, pexophagy and starvation-induced autophagy. Involved in correct atg9 trafficking to the pre-autophagosomal structure. Might also be involved in premeiotic DNA replication (By similarity);
ERR793599.206087	eggNOG;metabolism;[C] Energy production and conversion;ENOG410XP6P Membrane-bound dehydrogenase domain protein;
ERR793599.765405	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XNN9 tonB-dependent Receptor;
ERR793599.765405	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XNN9 tonB-dependent Receptor;
ERR793599.97807	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XNNV TonB dependent receptor;
ERR793599.269644	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XNNV TonB dependent receptor;
ERR793599.674489	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XNNV TonB dependent receptor;
ERR793599.765207	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XNNV TonB dependent receptor;
ERR793599.97807	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XNNV TonB dependent receptor;
ERR793599.213196	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XNNV TonB dependent receptor;
ERR793599.269644	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XNNV TonB dependent receptor;
ERR793599.674489	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XNNV TonB dependent receptor;
ERR793599.203590	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG411002Q His Kinase A (phospho-acceptor) domain;
ERR793599.203590	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG411002Q His Kinase A (phospho-acceptor) domain;
ERR793599.426510	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410XRWI Signal-recognition-particle assembly has a crucial role in targeting secretory proteins to the rough endoplasmic reticulum membrane (By similarity);
ERR793599.373871	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410YMF7 tonB-dependent Receptor;
ERR793599.373871	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410YMF7 tonB-dependent Receptor;
ERR793599.768645	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410ZRK6 Chloride intracellular channel;
ERR793599.359719	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410ZMHV tonB-dependent Receptor;
ERR793599.359719	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410ZMHV tonB-dependent Receptor;
ERR793599.10850	eggNOG;informationStorageAndProcessing;[A] RNA processing and modification;ENOG410Y7HG mRNA (guanine-N7-)-methyltransferase activity;
ERR793599.124310	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG41100C9 lipopolysaccharide biosynthesis protein;
ERR793599.84313	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410Y7TP Beta-galactosidase;
ERR793599.84313	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410Y7TP Beta-galactosidase;
ERR793599.269701	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410YCNW ryanodine receptor;
ERR793599.477249	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XPHB hydrolase family 43;
ERR793599.477249	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XPHB hydrolase family 43;
ERR793599.162572	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410XRH2 The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins;
ERR793599.163104	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410XRH2 The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins;
ERR793599.121054	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410XV8G Pfam:GSPII_IJ;
ERR793599.572711	eggNOG;metabolism;[E] Amino acid transport and metabolism;ENOG410XNWR ABC transporter substrate-binding protein;
ERR793599.327812	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111TR3 transcriptional repressor, copy family;
ERR793599.504069	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XPYB LysR family (Transcriptional regulator;
ERR793599.504069	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XPYB LysR family (Transcriptional regulator;
ERR793599.591594	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XPEE LysR family (Transcriptional regulator;
ERR793599.591594	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XPEE LysR family (Transcriptional regulator;
ERR793599.348400	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG410XQRC dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83);
ERR793599.77571	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XP7I Transporter;
ERR793599.699914	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XP7I Transporter;
ERR793599.699914	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XP7I Transporter;
ERR793599.446826	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XSX2 hydrolase family 5;
ERR793599.446826	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XSX2 hydrolase family 5;
ERR793599.23142	eggNOG;metabolism;[I] Lipid transport and metabolism;ENOG4111GDC Fatty acid desaturase;
ERR793599.342900	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG411005R Major Facilitator Superfamily;
ERR793599.420682	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XP2F tonB-dependent Receptor;
ERR793599.169823	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111IVX rna polymerase sigma factor;
ERR793599.320744	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410ZVGS Major Facilitator Superfamily;
ERR793599.321653	eggNOG;metabolism;[E] Amino acid transport and metabolism;ENOG4110NBE ABC transporter substrate-binding protein;
ERR793599.321653	eggNOG;metabolism;[E] Amino acid transport and metabolism;ENOG4110NBE ABC transporter substrate-binding protein;
ERR793599.296015	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XQKN TonB-dependent receptor;
ERR793599.296015	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XQKN TonB-dependent receptor;
ERR793599.563657	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410XPIR Cyclin-Dependent Kinase;
ERR793599.563657	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410XPIR Cyclin-Dependent Kinase;
ERR793599.183645	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XQIB nucleic acid binding transcription factor activity;
ERR793599.183645	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XQIB nucleic acid binding transcription factor activity;
ERR793599.407760	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XUWV Acetyltransferase (GNAT) family;
ERR793599.482592	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG4112A4J DNA polymerase beta domain protein region;
